0;0;8.10683
0.00224854;-10.1669;11.3735
0.00760254;-20.3284;13.3335
0.0151343;-30.4533;14.9857
0.0241968;-40.5034;16.5118
0.00744385;-50.7424;17.7646
-0.22677;-60.7624;18.914
-0.71741;-70.8386;19.9592
-1.06768;-80.9133;20.5412
-1.18159;-91.4554;21.0459
-1.26319;-101.547;21.1583
-1.33918;-111.769;20.4583
-0.702949;-122.356;20.7919
1.80908;-132.505;21.1
6.0601;-142.034;21.6905
11.9979;-150.308;21.0166
19.6439;-157.305;20.6124
29.01;-162.006;21.0022
38.844;-164.211;21.5216
49.259;-165.325;22.4622
59.6225;-166.321;23.1717
70.2162;-167.296;23.0035
80.5898;-168.175;22.1338
90.7102;-168.866;21.1097
101.03;-168.837;20.6597
111.447;-168.206;20.6721
121.491;-166.431;20.8842
130.761;-162.215;20.5637
138.446;-155.073;20.6447
143.129;-145.682;21.4995
145.035;-135.751;22.3157
145.835;-125.777;23.0518
146.27;-115.416;23.6993
146.696;-105.285;24.338
147.354;-95.0853;24.9036
148.244;-84.3079;24.9243
148.2;-74.2616;23.6847
146.525;-63.9795;21.264
142.271;-54.4491;18.9305
135.19;-47.3064;17.5818
125.583;-43.0745;16.2699
115.493;-40.6905;16.3101
105.378;-40.8236;17.5541
95.6061;-43.778;18.0802
87.2759;-49.8339;18.6128
81.8386;-58.5469;19.104
79.7465;-68.4439;18.5626
80.5183;-78.6334;16.8527
80.863;-88.8459;14.5223
78.3486;-98.6791;13.3357
71.6147;-106.132;14.79
62.1377;-109.611;15.3509
51.6926;-109.513;15.4105
42.5401;-104.906;15.5691
36.5993;-96.6797;16.4471
34.4476;-86.3857;17.8117
33.6514;-76.1606;19.0182
33.2451;-65.753;20.1109
32.8797;-55.3408;19.8296
32.5262;-45.2749;18.9932
32.1633;-34.9388;17.6609
31.8515;-24.4122;14.9615
33.1632;-14.2096;14.3823
38.374;-5.16877;15.4585
46.4793;1.23872;16.5128
56.4627;4.16777;17.8363
66.6166;4.65751;19.0421
76.9491;4.23799;20.0322
87.2745;3.53716;20.7188
97.6378;3.49369;21.15
107.978;5.33262;21.4868
117.385;9.57717;20.4555
125.137;16.2815;18.5067
129.913;25.6346;17.514
129.944;35.6625;18.1567
126.593;45.3246;18.6771
120.947;53.7582;19.4302
113.529;60.9333;19.3683
104.264;65.5119;19.5724
94.0261;66.2492;20.073
84.1807;64.3324;20.5288
74.1144;62.4417;21.1051
63.6538;62.2002;21.6975
53.321;63.5973;22.2719
43.3044;64.8021;22.7439
32.5946;64.1748;22.8993
22.4733;61.4819;21.8037
13.4331;56.1111;21.6147
6.79526;48.5002;21.5056
2.43177;39.0985;22.2877
0.302581;28.8803;22.9686

